artistName,Genre,showDate,venue name,venue city,venue state,attendance,venue capacity,product size,productType,product price,Item Name
Brantley Gilbert,Country/Folk,5/24/2026,Black Oak Mountain Amphitheater,Lampe,,0,5718,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/12/2026,Devon Lakeshore Amphitheater,Decatur,,0,0,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/13/2026,Hard Rock Hotel & Casino Bristol,Bristol,,0,0,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/19/2026,Timber Rock Aamphitheater,Farmington,,0,0,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/20/2026,The Country Fest,North Lawrence,,0,22500,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/27/2026,Lights Ampitheater,West Fargo,,0,0,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,6/28/2026,ROCK THE COUNTRY SIOUX FALLS,SIOUX FALLS,,0,27000,ONE SIZE,blanket,,AMERICAN TOUR BLANKET
Brantley Gilbert,Country/Folk,5/1/2026,Dos Equis Pavilion.,Dallas,,0,18100,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/2/2026,ROCK THE COUNTRY BELLVILLE,Bellville,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/8/2026,Coastal Credit Union Music Park,Raleigh,,0,20601,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/9/2026,Truliant Amphitheater,Charlotte,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/15/2026,Parx Casino- XCite Center,Bensalem,,0,1507,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/16/2026,Seneca Niagara Casino / Bear's Den,Niagara Falls,,0,2380,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/22/2026,The Ledge Amphitheater,Waite Park,,0,4186,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/23/2026,Pinewood Bowl Theater,Lincoln,,0,4794,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/24/2026,Black Oak Mountain Amphitheater,Lampe,,0,5718,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/12/2026,Devon Lakeshore Amphitheater,Decatur,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/13/2026,Hard Rock Hotel & Casino Bristol,Bristol,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/19/2026,Timber Rock Aamphitheater,Farmington,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/20/2026,The Country Fest,North Lawrence,,0,22500,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/27/2026,Lights Ampitheater,West Fargo,,0,0,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,6/28/2026,ROCK THE COUNTRY SIOUX FALLS,SIOUX FALLS,,0,27000,ONE SIZE,bag,,REAL AMERICAN TOUR TOTE
Brantley Gilbert,Country/Folk,5/1/2026,Dos Equis Pavilion.,Dallas,,0,18100,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/2/2026,ROCK THE COUNTRY BELLVILLE,Bellville,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/8/2026,Coastal Credit Union Music Park,Raleigh,,0,20601,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/9/2026,Truliant Amphitheater,Charlotte,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/15/2026,Parx Casino- XCite Center,Bensalem,,0,1507,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/16/2026,Seneca Niagara Casino / Bear's Den,Niagara Falls,,0,2380,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/22/2026,The Ledge Amphitheater,Waite Park,,0,4186,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/23/2026,Pinewood Bowl Theater,Lincoln,,0,4794,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/24/2026,Black Oak Mountain Amphitheater,Lampe,,0,5718,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/12/2026,Devon Lakeshore Amphitheater,Decatur,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/13/2026,Hard Rock Hotel & Casino Bristol,Bristol,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/19/2026,Timber Rock Aamphitheater,Farmington,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/20/2026,The Country Fest,North Lawrence,,0,22500,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/27/2026,Lights Ampitheater,West Fargo,,0,0,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,6/28/2026,ROCK THE COUNTRY SIOUX FALLS,SIOUX FALLS,,0,27000,ONE SIZE,bandana,,EAGLE BANDANA
Brantley Gilbert,Country/Folk,5/1/2026,Dos Equis Pavilion.,Dallas,,0,18100,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/2/2026,ROCK THE COUNTRY BELLVILLE,Bellville,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/8/2026,Coastal Credit Union Music Park,Raleigh,,0,20601,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/9/2026,Truliant Amphitheater,Charlotte,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/15/2026,Parx Casino- XCite Center,Bensalem,,0,1507,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/16/2026,Seneca Niagara Casino / Bear's Den,Niagara Falls,,0,2380,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/22/2026,The Ledge Amphitheater,Waite Park,,0,4186,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/23/2026,Pinewood Bowl Theater,Lincoln,,0,4794,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,5/24/2026,Black Oak Mountain Amphitheater,Lampe,,0,5718,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/12/2026,Devon Lakeshore Amphitheater,Decatur,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/13/2026,Hard Rock Hotel & Casino Bristol,Bristol,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/19/2026,Timber Rock Aamphitheater,Farmington,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/20/2026,The Country Fest,North Lawrence,,0,22500,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/27/2026,Lights Ampitheater,West Fargo,,0,0,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Brantley Gilbert,Country/Folk,6/28/2026,ROCK THE COUNTRY SIOUX FALLS,SIOUX FALLS,,0,27000,ONE SIZE,koozie,,TEXT EMBLEM KOOZIE
Bunnie,,10/8/2023,,Columbia,,0,0,ONE SIZE,poster,,Bunnie XO Poster
Bunnie,,10/8/2023,,Columbia,,0,0,S,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,M,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,L,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,XL,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,XXL,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,3XL,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,ONE SIZE,t-shirt,,Bunnie XO Bombshell T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,S,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,M,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,L,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,XL,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,XXL,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,3XL,t-shirt,,Jelly + Bunnie T-Shirt
Bunnie,,10/8/2023,,Columbia,,0,0,ONE SIZE,t-shirt,,Jelly + Bunnie T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,S,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,M,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,L,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,XL,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,XXL,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,3XL,t-shirt,,Flamingo 2026 Tour T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,S,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,M,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,L,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,XL,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,XXL,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,3XL,t-shirt,,Flamingo Palm Tree T-Shirt
Christopher Cross,,3/28/2026,,Parker,,0,0,S,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,M,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,L,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,XL,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,XXL,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,3XL,zip-up hoodie,,Flamingo 2026 Tour Zip-Hoodie
Christopher Cross,,3/28/2026,,Parker,,0,0,ONE SIZE,bag,,Flamingo Evergeen Tote Bag
Christopher Cross,,3/28/2026,,Parker,,0,0,ONE SIZE,magnet,,Flamingo Magnet
Christopher Cross,,3/28/2026,,Parker,,0,0,ONE SIZE,koozie,,Flamingo Koozie
Christopher Cross,,3/28/2026,,Parker,,0,0,ONE SIZE,poster,,Spring 2026 Tour Poster
Christopher Cross,,3/28/2026,,Parker,,0,0,ONE SIZE,poster,,SIGNED Spring 2026 Tour Poster
Counting Crows,,4/4/2026,,Fortitude Valley,,0,0,ONE SIZE,vinyl,,Butter Miracle: The Complete Sweets! Vinyl
Counting Crows,,4/4/2026,,Fortitude Valley,,0,0,ONE SIZE,cd,,Butter Miracle: The Complete Sweets! CD
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,ONE SIZE,poncho,,CMA Fest Logo Poncho
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,ONE SIZE,poncho,,CMA Fest Logo Poncho
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,ONE SIZE,poncho,,CMA Fest Logo Poncho
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Event Tee 2023
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Skyline T-Shirt 23'
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,CMA 50th Anniversary Red Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Headstock Black Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Stars Ringer Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,L,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,XXL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,3XL,t-shirt,,Poster Print Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Rainbow Tee
Country Music Association,Country/Folk,11/7/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Rainbow Tee
Country Music Association,Country/Folk,11/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,S,t-shirt,,Rainbow Tee
Country Music Association,Country/Folk,6/8/2023,Bridgestone Arena,Nashville,TN,5087,20000,M,t-shirt,,Rainbow Tee
