artistName,Genre,showDate,venue name,venue city,venue state,attendance,venue capacity,product size,productType,product price,Item Name
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,S,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,S,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,S,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,M,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,M,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,M,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,L,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,L,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,L,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,XXL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,XXL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,XXL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,3XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,3XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,3XL,t-shirt,,T.R.U Story Tee
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,S,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,S,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,S,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,M,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,M,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,M,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,L,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,L,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,L,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,XL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,XL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,XL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,XXL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,XXL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,XXL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/17/2026,The Momentary Green,Bentonville,,0,6000,3XL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/18/2026,The Wave,Wichita,,0,0,3XL,pullover hoodie,,Voice in my Head Hoodie
2 Chainz,,4/19/2026,Red Rocks Amphitheatre,Morrison,,0,9545,3XL,pullover hoodie,,Voice in my Head Hoodie
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,S,t-shirt,,EU: Black Calling World T-Shirt
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,M,t-shirt,,EU: Black Calling World T-Shirt
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,L,t-shirt,,EU: Black Calling World T-Shirt
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,XL,t-shirt,,EU: Black Calling World T-Shirt
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,XXL,t-shirt,,EU: Black Calling World T-Shirt
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,S,t-shirt,,EU: Natural Pop Art Calling T-Shirt 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,M,t-shirt,,EU: Natural Pop Art Calling T-Shirt 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,L,t-shirt,,EU: Natural Pop Art Calling T-Shirt 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,ONE SIZE,t-shirt,,EU: Natural Pop Art Calling T-Shirt 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,XXL,t-shirt,,EU: Natural Pop Art Calling T-Shirt 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,S,pullover hoodie,,EU: Black Calling World Tour Hoodie 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,M,pullover hoodie,,EU: Black Calling World Tour Hoodie 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,L,pullover hoodie,,EU: Black Calling World Tour Hoodie 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,XL,pullover hoodie,,EU: Black Calling World Tour Hoodie 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,XXL,pullover hoodie,,EU: Black Calling World Tour Hoodie 24'
Atarashii Gakko!,J-Rock,6/7/2024,Live Music Hall,Cologne,null,null,1500,ONE SIZE,stickers,,EU:''SMALL'' Sticker Pack 24'
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,t-shirt,,Photo Tour Burnout T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,t-shirt,,Photo Tour Burnout T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,t-shirt,,Photo Tour Burnout T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,t-shirt,,Photo Tour Burnout T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,t-shirt,,Photo Tour Burnout T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,t-shirt,,Photo Tour Black T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,t-shirt,,Photo Tour Black T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,t-shirt,,Photo Tour Black T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,t-shirt,,Photo Tour Black T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,t-shirt,,Photo Tour Black T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,t-shirt,,Light Photo Tour T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,t-shirt,,Light Photo Tour T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,t-shirt,,Light Photo Tour T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,t-shirt,,Light Photo Tour T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,t-shirt,,Light Photo Tour T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,t-shirt,,Watercolor White T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,t-shirt,,Watercolor White T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,t-shirt,,Watercolor White T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,t-shirt,,Watercolor White T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,t-shirt,,Watercolor White T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,t-shirt,,Born T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,t-shirt,,Born T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,t-shirt,,Born T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,t-shirt,,Born T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,t-shirt,,Born T-Shirt
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,S,pullover hoodie,,Photo Tour Pullover Black Hoodie
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,M,pullover hoodie,,Photo Tour Pullover Black Hoodie
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,L,pullover hoodie,,Photo Tour Pullover Black Hoodie
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XL,pullover hoodie,,Photo Tour Pullover Black Hoodie
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,XXL,pullover hoodie,,Photo Tour Pullover Black Hoodie
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,hat - other,,White Bucket Hat
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,hat - other,,Watercolor Black Trucker Hat
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,bag,,Photo Tour Black Tote Bag
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,accessories,,Watercolor Hand Fan
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,scarf,,White Aviator Scarf
Billy Porter,Comedy/Entertainment,11/3/2023,Bayou Music Center,Houston,null,null,3400,ONE SIZE,flag,,Born Flag
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,S,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,S,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/26/2026,MTELUS,Montréal,,0,0,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/28/2026,Palladium Times Square,New York,,0,1166,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/29/2026,The Fillmore,Silver Spring,,0,2000,S,t-shirt,,Brideface Tee
Black Veil Brides,,5/30/2026,Palladium Upstairs ,Worcester,,0,500,S,t-shirt,,Brideface Tee
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,M,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,M,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/26/2026,MTELUS,Montréal,,0,0,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/28/2026,Palladium Times Square,New York,,0,1166,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/29/2026,The Fillmore,Silver Spring,,0,2000,M,t-shirt,,Brideface Tee
Black Veil Brides,,5/30/2026,Palladium Upstairs ,Worcester,,0,500,M,t-shirt,,Brideface Tee
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,L,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,L,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/26/2026,MTELUS,Montréal,,0,0,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/28/2026,Palladium Times Square,New York,,0,1166,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/29/2026,The Fillmore,Silver Spring,,0,2000,L,t-shirt,,Brideface Tee
Black Veil Brides,,5/30/2026,Palladium Upstairs ,Worcester,,0,500,L,t-shirt,,Brideface Tee
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/26/2026,MTELUS,Montréal,,0,0,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/28/2026,Palladium Times Square,New York,,0,1166,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/29/2026,The Fillmore,Silver Spring,,0,2000,XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/30/2026,Palladium Upstairs ,Worcester,,0,500,XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/26/2026,MTELUS,Montréal,,0,0,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/28/2026,Palladium Times Square,New York,,0,1166,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/29/2026,The Fillmore,Silver Spring,,0,2000,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,5/30/2026,Palladium Upstairs ,Worcester,,0,500,XXL,t-shirt,,Brideface Tee
Black Veil Brides,,4/25/2026,Riverside Municipal Auditorium,Riverside,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/26/2026,Grand Sierra Resort Theatre,Reno,,0,1800,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/28/2026,Showbox SoDo,Seattle,,0,1800,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,4/30/2026,The Union Event Center,Salt Lake City,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/1/2026,Fillmore Auditorium,Denver,,0,3600,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/2/2026,The Astro,Omaha,,0,4200,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/4/2026,The House Blues - The Cambridge Room,Dallas,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/5/2026,House of Blues,Houston,,0,1800,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/6/2026,Aztec Theatre,San Antonio,,0,500,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/8/2026,Tabernacle,Atlanta,,0,2562,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/9/2026,Welcome to Rockville,Daytona Beach,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/11/2026,Piedmont Hall,Greensboro,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/12/2026,The Norva,Norfolk,,0,1500,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/14/2026,The Fillmore (Philadelphia),Philadelphia,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/15/2026,Stage AE,Pittsburgh,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/16/2026,Sonic Temple Art & Music Festival,Columbus,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/17/2026,The Fillmore,Detroit,,0,2200,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/19/2026,Egyptian Room at Old National Centre,Indianapolis,,0,0,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/21/2026,The Fillmore (Minneapolis),Minneapolis,,0,1898,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/22/2026,Ramova theatre,Chicago,,0,1500,3XL,t-shirt,,Brideface Tee
Black Veil Brides,,5/23/2026,The Sylvee,Madison,,0,2400,3XL,t-shirt,,Brideface Tee
